Authors,Title,Year,Source title,DOI,Link,Document Type,Source
"Riblet N.B.V., Schlosser E.M., Homa K., Snide J.A., Jarvis L.A., Simmons N.E., Sargent D.H., Mason L.P., Cooney T.J., Kennedy N.L., Fadul C.E.","Improving the quality of care for patients diagnosed with glioma during the perioperative period",2014,"Journal of Oncology Practice","10.1200/JOP.2014.001556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911936825&doi=10.1200%2fJOP.2014.001556&partnerID=40&md5=b74bc76ecee37e45cfde43a4c705a5c3",Article,Scopus
"Suneel Kumar P., RameshBabu C., Rajagopalan T.R.","Automated control system health monitoring - An enabler to achieve ZFO",2014,"57th ISA Power Industry Division Symposium 2014, POWID 2014 - Power Generation: Instrumentation and Control Solutions for Today's Industry Challenges",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943524038&partnerID=40&md5=6e6095a669de1171360b5c00c50d7657",Conference Paper,Scopus
"Judson T., Haas M., Lagu T.","Medical identity theft: Prevention and reconciliation initiatives at massachusetts general hospital",2014,"Joint Commission Journal on Quality and Patient Safety",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903316333&partnerID=40&md5=cf916bfc1359779292aade25511602b6",Article,Scopus
"Spetz J., Bates T., Chu L., Lin J., Fishman N.W., Melichar L.","Creating a Dashboard to Track Progress Toward IOM Recommendations for the Future of Nursing",2014,"Policy, Politics, and Nursing Practice","10.1177/1527154414521014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900450282&doi=10.1177%2f1527154414521014&partnerID=40&md5=8c1d3da0a4e64083cf8e198abfc5530a",Article,Scopus
"Lempinen H., Rajala R.","Exploring multi-actor value creation in IT service processes",2014,"Journal of Information Technology","10.1057/jit.2014.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900838535&doi=10.1057%2fjit.2014.1&partnerID=40&md5=cd43494ff61b3a94adcb9ca57f2dab9c",Article,Scopus
"Sahasrabudhe M., Panwar M., Chaudhari S.","Application performance monitoring and prediction",2013,"2013 IEEE International Conference on Signal Processing, Computing and Control, ISPCC 2013","10.1109/ISPCC.2013.6663466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892519274&doi=10.1109%2fISPCC.2013.6663466&partnerID=40&md5=2f4915624c62bb0297544171381df5e9",Conference Paper,Scopus
"Al-Aqrabi H., Liu L., Hill R., Cui L.","Faceted search in business intelligence on the cloud",2013,"Proceedings - 2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing, GreenCom-iThings-CPSCom 2013","10.1109/GreenCom-iThings-CPSCom.2013.148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893445299&doi=10.1109%2fGreenCom-iThings-CPSCom.2013.148&partnerID=40&md5=ccf1b3ed8df190588516425f2f49344a",Conference Paper,Scopus
"Wehner P., Krüger R.","Semantic-guided communication and composition in a widget/dashboard environment",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-04244-2_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893741676&doi=10.1007%2f978-3-319-04244-2_3&partnerID=40&md5=742c48c17c037f5e7fc842de9f871145",Conference Paper,Scopus
"Tyukov A., Ushakov A., Shcherbakov M., Brebels A., Kamaev V.","Digital signage based building energy management system: Solution concept",2013,"World Applied Sciences Journal","10.5829/idosi.wasj.2013.24.itmies.80037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887759210&doi=10.5829%2fidosi.wasj.2013.24.itmies.80037&partnerID=40&md5=0c08c0ebc10f11acd7b7584128a50c01",Article,Scopus
"Hamilton B.J.","Embedded librarianship: A high school case study",2013,"K-12 Education: Concepts, Methodologies, Tools, and Applications","10.4018/978-1-4666-4502-8.ch089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944893916&doi=10.4018%2f978-1-4666-4502-8.ch089&partnerID=40&md5=29c28297af98f86038aae03ae9a4d346",Book Chapter,Scopus
"Routzahn R.","Shine a light on big data",2013,"IBM Data Management Magazine",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896817744&partnerID=40&md5=10d52f97825d2248be0f108eeb360c90",Article,Scopus
"Limberger D., Wasty B., Trümper J., Döllner J.","Interactive software maps for web-based source code analysis",2013,"Proceedings - Web3D 2013: 18th International Conference on 3D Web Technology","10.1145/2466533.2466550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883129675&doi=10.1145%2f2466533.2466550&partnerID=40&md5=d99f11b1afdc86c795db01274f17facd",Conference Paper,Scopus
"Zheng L., Shen C., Tang L., Zeng C., Li T., Luis S., Chen S.-C.","Data mining meets the needs of disaster information management",2013,"IEEE Transactions on Human-Machine Systems","10.1109/THMS.2013.2281762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893039210&doi=10.1109%2fTHMS.2013.2281762&partnerID=40&md5=59a2d6362b5f414dedd5e0dcbe57017f",Article,Scopus
"Cook D.J., Thompson J.E., Prinsen S.K., Dearani J.A., Deschamps C.","Functional recovery in the elderly after major surgery: Assessment of mobility recovery using wireless technology",2013,"Annals of Thoracic Surgery","10.1016/j.athoracsur.2013.05.092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883234863&doi=10.1016%2fj.athoracsur.2013.05.092&partnerID=40&md5=fc4981f8a527d2cc91b1647888370809",Article,Scopus
"Yee G.O.M.","Security Metrics: An Introduction and Literature Review",2013,"Computer and Information Security Handbook","10.1016/B978-0-12-394397-2.00032-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884030748&doi=10.1016%2fB978-0-12-394397-2.00032-5&partnerID=40&md5=18372817ab08f42bbfa3b0ff509f334e",Book Chapter,Scopus
"Long E.R., Dutch M., Partridge V., Weakland S., Welch K.","Revision of sediment quality triad indicators in Puget Sound (Washington, USA): I. a Sediment Chemistry Index and targets for mixtures of toxicants",2013,"Integrated Environmental Assessment and Management","10.1002/ieam.1309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878391291&doi=10.1002%2fieam.1309&partnerID=40&md5=a7a3f1d9b08d2ab328e5d2afdd3a47d2",Article,Scopus
"Clark K.W., Whiting E., Rowland J., Thompson L.E., Missenden I., Schellein G.","Breaking the mould without breaking the system: the development and pilot of a clinical dashboard at The Prince Charles Hospital",2013,"Australian Health Review","10.1071/AH12018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880457507&doi=10.1071%2fAH12018&partnerID=40&md5=669be4f18b91e176de4b9743d19fed9d",Article,Scopus
"Li X., Jackson P., Rubtsov D.V., Faria-Blanc N., Mortimer J.C., Turner S.R., Krogh K.B., Johansen K.S., Dupree P.","Development and application of a high throughput carbohydrate profiling technique for analyzing plant cell wall polysaccharides and carbohydrate active enzymes",2013,"Biotechnology for Biofuels","10.1186/1754-6834-6-94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879805941&doi=10.1186%2f1754-6834-6-94&partnerID=40&md5=a0fcdeb3e3e4d26ea9f62add1923e40d",Article,Scopus
"Hebert D.","Pulling' to gether",2013,"Control",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880904478&partnerID=40&md5=a1345e21a58c2cad5fbd33ecbeedbeed",Article,Scopus
[No author name available],"Q&A: Stephen wolfram on personal analytics",2013,"Technology Review",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879812955&partnerID=40&md5=404749cea675c2eac0df75802becb7e8",Article,Scopus
"Yuan W., Fu R., Wu F.-W., Peng J.-S.","Analysis of eye movements difference between lane keeping and lane changing intention stage",2013,"Chang'an Daxue Xuebao (Ziran Kexue Ban)/Journal of Chang'an University (Natural Science Edition)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883485119&partnerID=40&md5=96ff2a0bfd5d9087ef1e25b72b8b17bc",Article,Scopus
"Redwood S., Ngwenya N.B., Hodson J., Ferner R.E., Coleman J.J.","Effects of a computerized feedback intervention on safety performance by junior doctors: Results from a randomized mixed method study",2013,"BMC Medical Informatics and Decision Making","10.1186/1472-6947-13-63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878399022&doi=10.1186%2f1472-6947-13-63&partnerID=40&md5=0d30a13545c63c98b4dd98a9542d45ad",Article,Scopus
"Sarhrouni E., Hammouch A., Aboutajdine D.","A dashboard to analysis and synthesis of dimensionality reduction methods in remote sensing",2013,"International Journal of Engineering and Technology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880952006&partnerID=40&md5=a0b9ee2d6f3dbd8139dcabd379d72875",Article,Scopus
"Lim S., Lee H.","Factors affecting medical incident care on WBAN",2013,"KSII Transactions on Internet and Information Systems","10.3837/tiis.2013.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878446209&doi=10.3837%2ftiis.2013.05.007&partnerID=40&md5=ea3fbe953aa699bd67be426feef55248",Article,Scopus
"Dolan J.G., Veazie P.J., Russ A.J.","Development and initial evaluation of a treatment decision dashboard",2013,"BMC Medical Informatics and Decision Making","10.1186/1472-6947-13-51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876976399&doi=10.1186%2f1472-6947-13-51&partnerID=40&md5=37a88041974db5b0082e2c88b8b90252",Article,Scopus
"David L.","From big box to executive dashboard",2013,"IBM Data Management Magazine",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894862442&partnerID=40&md5=f00fbb2e8ace1cc08f8396fa72fbb6a8",Article,Scopus
"Filonik D., Medland R., Foth M., Rittenbruch M.","A customisable dashboard display for environmental performance visualisations",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-642-37157-8_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875657960&doi=10.1007%2f978-3-642-37157-8_8&partnerID=40&md5=4257c89c1fb86ce90af5afe448d66a49",Conference Paper,Scopus
"Bertka K.","Dashboard-driven population health management: How data analytics is improving outcomes across entire physician groups at one integrated health provider in northwest Ohio. Interview by Mark Hagland.",2013,"Healthcare informatics : the business magazine for information and communication systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880029882&partnerID=40&md5=291484c893e7ccf44629c43a56806a71",Article,Scopus
"Carletto C., Zezza A., Banerjee R.","Towards better measurement of household food security: Harmonizing indicators and the role of household surveys",2013,"Global Food Security","10.1016/j.gfs.2012.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875219572&doi=10.1016%2fj.gfs.2012.11.006&partnerID=40&md5=e47e92466f9974aa3a176c7242495e9c",Review,Scopus
"Man M., Boca L.-S., Mǎcriş M.","Dashboard - tool for monitoring and control the performances within industrial entities",2013,"Metalurgia International",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872480481&partnerID=40&md5=3d01e9063e0c1f19791edbc6296b425a",Article,Scopus
"Bui T., Scanlon M.","Exploiting DB2 10 features with IBM infosphere optim tools: Part 2",2013,"IBM Data Management Magazine",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894441521&partnerID=40&md5=519f22d00cc527565cc260041ac66644",Article,Scopus
"Charleer S., Klerkx J., Santos J.L., Duval E.","Improving awareness and reflection through collaborative, interactive visualizations of badges",2013,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922756687&partnerID=40&md5=c507aeaf3b8ef8b26167465301d8bb74",Conference Paper,Scopus
"Da Silva M.J., Melegari De Souza S.N., Inácio Chaves L., Aparecido Rosa H., Secco D., Ferreira Santos R., Aparecido Baricatti R., Camargo Nogueira C.E.","Comparative analysis of engine generator performance using diesel oil and biodiesels available in Paraná State, Brazil",2013,"Renewable and Sustainable Energy Reviews","10.1016/j.rser.2012.09.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867801477&doi=10.1016%2fj.rser.2012.09.037&partnerID=40&md5=d2431eff794c1c7dbb30850b458e8b17",Review,Scopus
"Peres A., Miletto E.M., Kapusta S., Ojeda T., Lacasse A., Gagnon J.","Waits - An IT structure for environmental information via open knowledge, dynamic dashborads and Social Web Of Things",2013,"Proceedings of the IADIS International Conference WWW/Internet 2013, ICWI 2013",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945922626&partnerID=40&md5=c208498c157a930aff4402409a29db3c",Conference Paper,Scopus
"Mansoori B., Novak R.D., Sivit C.J., Ros P.R.","Utilization of dashboard technology in academic radiology departments: Results of a national survey",2013,"Journal of the American College of Radiology","10.1016/j.jacr.2012.09.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928096345&doi=10.1016%2fj.jacr.2012.09.030&partnerID=40&md5=abb632da3045bd8b03d656ff5fcbcbab",Article,Scopus
"Nadoveza D., Kiritsis D.","Concept for context-aware manufacturing dashboard applications",2013,"IFAC Proceedings Volumes (IFAC-PapersOnline)","10.3182/20130619-3-RU-3018.00103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884300970&doi=10.3182%2f20130619-3-RU-3018.00103&partnerID=40&md5=5092aa038292847e9b3682aa2971808f",Conference Paper,Scopus
"Yu J., Taylor K.","Event dashboard: Capturing user-defined semantics events for event detection over real-time sensor data",2013,"CEUR Workshop Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924408936&partnerID=40&md5=f131e325b071d3e5aab6c1839365e340",Conference Paper,Scopus
"Randall R.","Process monitoring in intervention research: A ‘dashboard’ with six dimensions",2013,"Salutogenic Organizations and Change: The Concepts Behind Organizational Health Intervention Research","10.1007/978-94-007-6470-5_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944630718&doi=10.1007%2f978-94-007-6470-5_14&partnerID=40&md5=74eeb0b6f066b778a40dedbeb489db3c",Book Chapter,Scopus
"Reese K., Bessette R., Hancock P.","KnowYourColors: Visual dashboards for blood metrics and healthcare analytics",2013,"IEEE International Symposium on Signal Processing and Information Technology, IEEE ISSPIT 2013","10.1109/ISSPIT.2013.6781845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899065433&doi=10.1109%2fISSPIT.2013.6781845&partnerID=40&md5=205844616bfa655e5940467bd50d53b6",Conference Paper,Scopus
"Sprague A.E., Dunn S.I., Fell D.B., Harrold J., Walker M.C., Kelly S., Smith G.N.","Measuring Quality in Maternal-Newborn Care: Developing a Clinical Dashboard",2013,"Journal of Obstetrics and Gynaecology Canada","10.1016/S1701-2163(15)31045-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907007173&doi=10.1016%2fS1701-2163%2815%2931045-8&partnerID=40&md5=05a0f09c088518f0c031ab9926498767",Article,Scopus
"Antunes A., Cunha P.R.","Business processes the way they should be: Tuning for low friction and sustainability",2013,"ECIS 2013 - Proceedings of the 21st European Conference on Information Systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905833816&partnerID=40&md5=4aff9e94fe0bf660958736f411293539",Conference Paper,Scopus
"Irudeen R., Samaraweera S.","Big data solution for Sri Lankan development: A case study from travel and tourism",2013,"International Conference on Advances in ICT for Emerging Regions, ICTer 2013 - Conference Proceedings","10.1109/ICTer.2013.6761180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898409978&doi=10.1109%2fICTer.2013.6761180&partnerID=40&md5=f64bbd8ffc72b592271ad4764adc983e",Conference Paper,Scopus
"Bisconer I., Bergquist R.","Thriving in drought with Subsurface Drip Irrigation (SDI): Case studies and tools",2013,"American Society of Agricultural and Biological Engineers Annual International Meeting 2013, ASABE 2013",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881633475&partnerID=40&md5=b449177e15ba2b071c7c7581102927bd",Conference Paper,Scopus
